"","famN","yearOfBirth","yearOfDeath","sex","mother_id","father_id","anoinicio","origem_desc","district_ori","county_ori","ori_long","ori_lat","res_desc","district_res","county_res","res_long","res_lat"
"2625","163","1925",NA,"female",NA,NA,"1965","GUARDA                         MEDA","GUARDA","MEDA","-7.2595951","40.9670544","AVEIRO                        MURTOSA","AVEIRO","MURTOSA","-8.6399173","40.7370493"
"2626","444","1949",NA,"male",NA,NA,"1975","BRAGA                          CABECEIRAS DE BASTO","BRAGA","CABECEIRAS DE BASTO","-7.9979753","41.5116939","VISEU                         VOUZELA","VISEU","VOUZELA","-8.1120232","40.7231807"
"2627","487","1982",NA,"unknown",NA,NA,"2013","PORTALEGRE                     CAMPO MAIOR","PORTALEGRE","CAMPO MAIOR","-7.0700063","39.0134528","LISBOA                        AZAMBUJA","LISBOA","AZAMBUJA","-8.8692915","39.0696027"
"2628","327","1968",NA,"unknown",NA,NA,"1997","SETUBAL                        ALMADA","SETUBAL","ALMADA","-9.1651047","38.6765238","C BRANCO                      BELMONTE","C BRANCO","BELMONTE","-7.3408535","40.351063"
"2629","651","1936",NA,"female",NA,NA,"1972","VIANA DO CASTELO               PONTE DA BARCA","VIANA DO CASTELO","PONTE DA BARCA","-8.41641271603104","41.8064160978201","COIMBRA                       SOURE","COIMBRA","SOURE","-8.6218634","40.0604197"
"2630","14","1978",NA,"male",NA,NA,"2002","BRAGA                          AMARES","BRAGA","AMARES","-8.349917","41.6336322","AVEIRO                        SEVER DO VOUGA","AVEIRO","SEVER DO VOUGA","-8.3717672","40.7334189"
"2631","3005","1899",NA,"unknown",NA,NA,"1920","VISEU                          MORTAGUA","VISEU","MORTAGUA","-8.2325058","40.3968539","LISBOA                        ALENQUER","LISBOA","ALENQUER","-9.0140033","39.0577004"
"2632","315","1911",NA,"unknown",NA,NA,"1939","LEIRIA                         ALCOBAÇA","LEIRIA","ALCOBAÇA","-8.9796492","39.548667","LEIRIA                        PORTO DE MOS","LEIRIA","PORTO DE MOS","-8.816531873487","39.6052039331281"
"2633","412","1985",NA,"male",NA,NA,"2014","SANTAREM                       CORUCHE","SANTAREM","CORUCHE","-8.5248217","38.9603055","AVEIRO                        SANTA MARIA DA FEIRA","AVEIRO","SANTA MARIA DA FEIRA","-8.5483247","40.926794"
"2634","974","1938",NA,"male",NA,NA,"1958","VIANA DO CASTELO               PONTE DA BARCA","VIANA DO CASTELO","PONTE DA BARCA","-8.41641271603104","41.8064160978201","FARO                          LOULE","FARO","LOULE","-8.020216","37.1379187"
"2635","911","1876",NA,"unknown",NA,NA,"1915","SETUBAL                        BARREIRO","SETUBAL","BARREIRO","-9.0790724","38.6608149","PORTO                         VALONGO","PORTO","VALONGO","-8.498352","41.1887594"
"2636","654","1910",NA,"female",NA,NA,"1933","PORTO                          VALONGO","PORTO","VALONGO","-8.498352","41.1887594","LISBOA                        MAFRA","LISBOA","MAFRA","-9.3320856","38.9443106"
"2637","358","1982",NA,"male",NA,NA,"2022","PORTO                          VILA NOVA DE GAIA","PORTO","VILA NOVA DE GAIA","-8.6117851","41.1238759","COIMBRA                       ARGANIL","COIMBRA","ARGANIL","-8.0537909","40.218499"
"2638","280","1998",NA,"male",NA,NA,"2032","PORTO                          MATOSINHOS","PORTO","MATOSINHOS","-8.6962775","41.1844362","COIMBRA                       PENACOVA","COIMBRA","PENACOVA","-8.28054","40.2704883"
"2639","404","1883",NA,"unknown",NA,NA,"1919","VISEU                          ARMAMAR","VISEU","ARMAMAR","-7.6932177","41.1090606","SANTAREM                      ALMEIRIM","SANTAREM","ALMEIRIM","-8.6259188","39.2075584"
"2640","579","1971",NA,"unknown",NA,NA,"2000","COIMBRA                        FIGUEIRA DA FOZ","COIMBRA","FIGUEIRA DA FOZ","-8.857583","40.1521398","SANTAREM                      SALVATERRA DE MAGOS","SANTAREM","SALVATERRA DE MAGOS","-8.794182","39.0272019"
"2641","641","1999",NA,"female",NA,NA,"2022","VIANA DO CASTELO               PAREDES DE COURA","VIANA DO CASTELO","PAREDES DE COURA","-8.5614589","41.9130455","LEIRIA                        ANSIÃO","LEIRIA","ANSIÃO","-8.43851","39.9107177"
"2642","978","1919",NA,"male",NA,NA,"1948","C BRANCO                       COVILHÃ","C BRANCO","COVILHÃ","-7.5043272","40.2805633","PORTO                         VILA NOVA DE GAIA","PORTO","VILA NOVA DE GAIA","-8.6117851","41.1238759"
"2643","3004","1924",NA,"unknown",NA,NA,"1948","BRAGA                          VILA VERDE","BRAGA","VILA VERDE","-8.4332813","41.6507161","C BRANCO                      CASTELO BRANCO","C BRANCO","CASTELO BRANCO","-7.4875687","39.8214511"
"2644","498","1975",NA,"male",NA,NA,"1998","PORTO                          MARCO DE CANAVESES","PORTO","MARCO DE CANAVESES","-8.1477551","41.1845043","VIANA DO CASTELO              CAMINHA","VIANA DO CASTELO","CAMINHA","-8.8378454","41.8732082"
"2645","86","1928",NA,"female",NA,NA,"1961","BRAGA                          BRAGA","BRAGA","BRAGA","-8.426507","41.5454486","PORTO                         PENAFIEL","PORTO","PENAFIEL","-8.2891305","41.2052808"
"2646","876","1934",NA,"unknown",NA,NA,"1958","VISEU                          ARMAMAR","VISEU","ARMAMAR","-7.6932177","41.1090606","PORTO                         PAREDES","PORTO","PAREDES","-8.3303867","41.2051674"
"2647","626","1973",NA,"female",NA,NA,"2003","AVEIRO                         CASTELO DE PAIVA","AVEIRO","CASTELO DE PAIVA","-8.2714736","41.0409444","LISBOA                        OEIRAS","LISBOA","OEIRAS","-9.3146014","38.6968607"
"2648","915","1893",NA,"male",NA,NA,"1923","LEIRIA                         ANSIÃO","LEIRIA","ANSIÃO","-8.43851","39.9107177","VIANA DO CASTELO              PONTE DA BARCA","VIANA DO CASTELO","PONTE DA BARCA","-8.41641271603104","41.8064160978201"
"2649","60","1966",NA,"male",NA,NA,"2002","BRAGA                          GUIMARÃES","BRAGA","GUIMARÃES","-8.426507","41.5454486","COIMBRA                       MONTEMOR-O-VELHO","COIMBRA","MONTEMOR-O-VELHO","-8.6826636","40.1748245"
"2650","262","1900",NA,"male",NA,NA,"1925","LISBOA                         ALENQUER","LISBOA","ALENQUER","-9.0140033","39.0577004","SANTAREM                      TOMAR","SANTAREM","TOMAR","-8.4043125","39.6053819"
"2651","506","1956",NA,"female",NA,NA,"1993","BRAGANCA                       MIRANDELA","BRAGANCA","MIRANDELA","-7.1808711","41.4853545","LISBOA                        CASCAIS","LISBOA","CASCAIS","-9.4222945","38.6970565"
"2652","532","2000",NA,"male",NA,NA,"2035","COIMBRA                        FIGUEIRA DA FOZ","COIMBRA","FIGUEIRA DA FOZ","-8.857583","40.1521398","BRAGA                         BARCELOS","BRAGA","BARCELOS","-8.4411619","41.5414598"
"2653","444","1932",NA,"unknown",NA,NA,"1957","SETUBAL                        BARREIRO","SETUBAL","BARREIRO","-9.0790724","38.6608149","AVEIRO                        ALBERGARIA-A-VELHA","AVEIRO","ALBERGARIA-A-VELHA","-8.4796655","40.6894236"
"2654","814","1990",NA,"unknown",NA,NA,"2020","AVEIRO                         ANADIA","AVEIRO","ANADIA","-8.4354306","40.4409572","VIANA DO CASTELO              PAREDES DE COURA","VIANA DO CASTELO","PAREDES DE COURA","-8.5614589","41.9130455"
"2655","178","1933",NA,"unknown",NA,NA,"1970","LEIRIA                         ALCOBAÇA","LEIRIA","ALCOBAÇA","-8.9796492","39.548667","SETUBAL                       MOITA","SETUBAL","MOITA","-8.9902047","38.6527329"
"2656","929","1938",NA,"female",NA,NA,"1959","PORTO                          POVOA DE VARZIM","PORTO","POVOA DE VARZIM","-8.7609294","41.3803685","VISEU                         VOUZELA","VISEU","VOUZELA","-8.1120232","40.7231807"
"2657","445","1944",NA,"unknown",NA,NA,"1980","C BRANCO                       COVILHÃ","C BRANCO","COVILHÃ","-7.5043272","40.2805633","LISBOA                        OEIRAS","LISBOA","OEIRAS","-9.3146014","38.6968607"
"2658","216","2006",NA,"unknown",NA,NA,"2031","COIMBRA                        FIGUEIRA DA FOZ","COIMBRA","FIGUEIRA DA FOZ","-8.857583","40.1521398","GUARDA                        SABUGAL","GUARDA","SABUGAL","-7.0498442","40.3793416"
"2659","962","1987",NA,"male",NA,NA,"2022","SETUBAL                        BARREIRO","SETUBAL","BARREIRO","-9.0790724","38.6608149","VIANA DO CASTELO              PAREDES DE COURA","VIANA DO CASTELO","PAREDES DE COURA","-8.5614589","41.9130455"
"2660","505","1902",NA,"male",NA,NA,"1928","SETUBAL                        MOITA","SETUBAL","MOITA","-8.9902047","38.6527329","LISBOA                        CASCAIS","LISBOA","CASCAIS","-9.4222945","38.6970565"
"2661","824","1921",NA,"male",NA,NA,"1953","PORTO                          PAREDES","PORTO","PAREDES","-8.3303867","41.2051674","VIANA DO CASTELO              PAREDES DE COURA","VIANA DO CASTELO","PAREDES DE COURA","-8.5614589","41.9130455"
"2662","730","1900",NA,"male",NA,NA,"1927","AVEIRO                         AROUCA","AVEIRO","AROUCA","-8.245099","40.9321489","SANTAREM                      CORUCHE","SANTAREM","CORUCHE","-8.5248217","38.9603055"
"2663","769","1935",NA,"unknown",NA,NA,"1968","BRAGA                          ESPOSENDE","BRAGA","ESPOSENDE","-8.7805652","41.5309169","AVEIRO                        MEALHADA","AVEIRO","MEALHADA","-8.4534853","40.3784627"
"2664","280","1909",NA,"female",NA,NA,"1938","BRAGANCA                       BRAGANÇA","BRAGANCA","BRAGANÇA","-6.756738","41.8061131","COIMBRA                       GOIS","COIMBRA","GOIS","-8.1106319","40.155204"
"2665","486","1950",NA,"male",NA,NA,"1974","VIANA DO CASTELO               PAREDES DE COURA","VIANA DO CASTELO","PAREDES DE COURA","-8.5614589","41.9130455","SETUBAL                       BARREIRO","SETUBAL","BARREIRO","-9.0790724","38.6608149"
"2666","256","1899",NA,"male",NA,NA,"1935","SETUBAL                        PALMELA","SETUBAL","PALMELA","-8.9016937","38.569441","VISEU                         CARREGAL DO SAL","VISEU","CARREGAL DO SAL","-7.9980002","40.4347784"
"2667","454","1974",NA,"female",NA,NA,"1995","SANTAREM                       ALPIARÇA","SANTAREM","ALPIARÇA","-8.5820055","39.2591889","AVEIRO                        OVAR","AVEIRO","OVAR","-8.6253313","40.8596399"
"2668","333","1996",NA,"male",NA,NA,"2018","VISEU                          VISEU","VISEU","VISEU","-7.9124712","40.6565861","C BRANCO                      FUNDÃO","C BRANCO","FUNDÃO","-7.501078","40.1380138"
"2669","432","1900",NA,"unknown",NA,NA,"1931","LEIRIA                         CASTANHEIRA DE PERA","LEIRIA","CASTANHEIRA DE PERA","-8.2125382","40.0058478","AVEIRO                        S. JOÃO DA MADEIRA","AVEIRO","S. JOÃO DA MADEIRA","-8.4906716","40.9005238"
"2670","427","1906",NA,"female",NA,NA,"1929","SETUBAL                        ALMADA","SETUBAL","ALMADA","-9.1651047","38.6765238","C BRANCO                      PENAMACOR","C BRANCO","PENAMACOR","-7.1714925","40.169313"
"2671","506","1980",NA,"unknown",NA,NA,"2012","BRAGA                          CABECEIRAS DE BASTO","BRAGA","CABECEIRAS DE BASTO","-7.9979753","41.5116939","AVEIRO                        SEVER DO VOUGA","AVEIRO","SEVER DO VOUGA","-8.3717672","40.7334189"
"2672","372","1923",NA,"female",NA,NA,"1952","COIMBRA                        COIMBRA","COIMBRA","COIMBRA","-8.4102573","40.2033145",NA,NA,NA,NA,NA
"2673","551","1958",NA,"male",NA,NA,"1984","VISEU                          VISEU","VISEU","VISEU","-7.9124712","40.6565861","BRAGA                         AMARES","BRAGA","AMARES","-8.349917","41.6336322"
"2674","393","1966",NA,"unknown",NA,NA,"2000","BRAGA                          CABECEIRAS DE BASTO","BRAGA","CABECEIRAS DE BASTO","-7.9979753","41.5116939","COIMBRA                       MONTEMOR-O-VELHO","COIMBRA","MONTEMOR-O-VELHO","-8.6826636","40.1748245"
"2675","773","2005",NA,"unknown",NA,NA,"2028","COIMBRA                        SOURE","COIMBRA","SOURE","-8.6218634","40.0604197","VILA REAL                     MONTALEGRE","VILA REAL","MONTALEGRE","-7.7878704","41.82663"
"2676","761","1888",NA,"female",NA,NA,"1916","BRAGA                          CABECEIRAS DE BASTO","BRAGA","CABECEIRAS DE BASTO","-7.9979753","41.5116939","VISEU                         NELAS","VISEU","NELAS","-7.8498679","40.537787"
"2677","726","1900",NA,"unknown",NA,NA,"1920","GUARDA                         MEDA","GUARDA","MEDA","-7.2595951","40.9670544","PORTO                         PAREDES","PORTO","PAREDES","-8.3303867","41.2051674"
"2678","275","1876",NA,"female",NA,NA,"1899","PORTO                          MAIA","PORTO","MAIA","-8.621049","41.2278891","VIANA DO CASTELO              ARCOS DE VALDEVEZ","VIANA DO CASTELO","ARCOS DE VALDEVEZ","-8.41885767651288","41.8468116541516"
"2679","404","1977",NA,"unknown",NA,NA,"2017","PORTO                          MARCO DE CANAVESES","PORTO","MARCO DE CANAVESES","-8.1477551","41.1845043","SETUBAL                       BARREIRO","SETUBAL","BARREIRO","-9.0790724","38.6608149"
"2680","460","1960",NA,"unknown",NA,NA,"1999","AVEIRO                         CASTELO DE PAIVA","AVEIRO","CASTELO DE PAIVA","-8.2714736","41.0409444","AVEIRO                        OVAR","AVEIRO","OVAR","-8.6253313","40.8596399"
"2681","478","1985",NA,"unknown",NA,NA,"2019","VILA REAL                      MESÃO FRIO","VILA REAL","MESÃO FRIO","-7.8899228","41.1598648","COIMBRA                       PENACOVA","COIMBRA","PENACOVA","-8.28054","40.2704883"
"2682","836","1996",NA,"female",NA,NA,"2018","VISEU                          CARREGAL DO SAL","VISEU","CARREGAL DO SAL","-7.9980002","40.4347784","PORTO                         POVOA DE VARZIM","PORTO","POVOA DE VARZIM","-8.7609294","41.3803685"
"2683","252","1887",NA,"female",NA,NA,"1921","AVEIRO                         AVEIRO","AVEIRO","AVEIRO","-8.6537539","40.6405055","VISEU                         MORTAGUA","VISEU","MORTAGUA","-8.2325058","40.3968539"
"2684","775","1963",NA,"female",NA,NA,"1995","SANTAREM                       OUREM","SANTAREM","OUREM","-8.5773408","39.6564974","LISBOA                        MAFRA","LISBOA","MAFRA","-9.3320856","38.9443106"
"2685","85","1947",NA,"female",NA,NA,"1975","BRAGANCA                       FREIXO DE ESPADA A CINTA","BRAGANCA","FREIXO DE ESPADA A CINTA","-6.8087993","41.0900806","SETUBAL                       BARREIRO","SETUBAL","BARREIRO","-9.0790724","38.6608149"
"2686","4792","1894",NA,"male",NA,NA,"1920","AVEIRO                         ALBERGARIA-A-VELHA","AVEIRO","ALBERGARIA-A-VELHA","-8.4796655","40.6894236","VISEU                         SATÃO","VISEU","SATÃO","-7.7321201","40.7423572"
"2687","302","1993",NA,"unknown",NA,NA,"2028","VISEU                          TONDELA","VISEU","TONDELA","-8.0802569","40.5170645","VISEU                         MANGUALDE","VISEU","MANGUALDE","-7.7664152","40.6083723"
"2688","14","1877",NA,"male",NA,NA,"1915","PORTO                          VILA NOVA DE GAIA","PORTO","VILA NOVA DE GAIA","-8.6117851","41.1238759","VIANA DO CASTELO              PONTE DE LIMA","VIANA DO CASTELO","PONTE DE LIMA","-8.58287279610424","41.7654677847047"
"2689","641","1888",NA,"unknown",NA,NA,"1924","VISEU                          MORTAGUA","VISEU","MORTAGUA","-8.2325058","40.3968539","VISEU                         VOUZELA","VISEU","VOUZELA","-8.1120232","40.7231807"
"2690","428","1971",NA,"male",NA,NA,"2005","AVEIRO                         ESPINHO","AVEIRO","ESPINHO","-8.6410332","41.0071914","VIANA DO CASTELO              VILA NOVA DE CERVEIRA","VIANA DO CASTELO","VILA NOVA DE CERVEIRA","-8.7408025","41.9428454"
"2691","950","1992",NA,"male",NA,NA,"2023","VISEU                          SANTA COMBA DÃO","VISEU","SANTA COMBA DÃO","-8.1502433","40.3930591","VISEU                         VOUZELA","VISEU","VOUZELA","-8.1120232","40.7231807"
"2692","172","1883",NA,"female",NA,NA,"1918","VISEU                          ARMAMAR","VISEU","ARMAMAR","-7.6932177","41.1090606","PORTO                         AMARANTE","PORTO","AMARANTE","-8.0826488","41.2696357"
"2693","712","1905",NA,"female",NA,NA,"1935","BRAGANCA                       ALFANDEGA DA FE","BRAGANCA","ALFANDEGA DA FE","-6.9601807","41.344363","C BRANCO                      BELMONTE","C BRANCO","BELMONTE","-7.3408535","40.351063"
"2694","564","1939",NA,"male",NA,NA,"1959","SANTAREM                       OUREM","SANTAREM","OUREM","-8.5773408","39.6564974","COIMBRA                       MONTEMOR-O-VELHO","COIMBRA","MONTEMOR-O-VELHO","-8.6826636","40.1748245"
"2695","277","1937",NA,"male",NA,NA,"1961","SETUBAL                        ALMADA","SETUBAL","ALMADA","-9.1651047","38.6765238","FARO                          SILVES","FARO","SILVES","-8.4412051","37.1889976"
"2696","21","2001",NA,"unknown",NA,NA,"2022","COIMBRA                        LOUSÃ","COIMBRA","LOUSÃ","-8.2440038","40.1147188","AVEIRO                        OVAR","AVEIRO","OVAR","-8.6253313","40.8596399"
"2697","488","1890",NA,"male",NA,NA,"1914","FARO                           LOULE","FARO","LOULE","-8.020216","37.1379187","PORTO                         GONDOMAR","PORTO","GONDOMAR","-8.5291423","41.1395599"
"2698","820","1934",NA,"unknown",NA,NA,"1965","BRAGA                          BRAGA","BRAGA","BRAGA","-8.426507","41.5454486","PORTO                         MAIA","PORTO","MAIA","-8.621049","41.2278891"
"2699","698","1904",NA,"female",NA,NA,"1933","BRAGA                          VILA VERDE","BRAGA","VILA VERDE","-8.4332813","41.6507161","FARO                          SILVES","FARO","SILVES","-8.4412051","37.1889976"
"2700","864","1939",NA,"unknown",NA,NA,"1966","COIMBRA                        PAMPILHOSA DA SERRA","COIMBRA","PAMPILHOSA DA SERRA","-7.9519961","40.0460146","SETUBAL                       MOITA","SETUBAL","MOITA","-8.9902047","38.6527329"
"2701","585","1928",NA,"female",NA,NA,"1955","PORTO                          MARCO DE CANAVESES","PORTO","MARCO DE CANAVESES","-8.1477551","41.1845043","SETUBAL                       SANTIAGO DO CACEM","SETUBAL","SANTIAGO DO CACEM","-8.6956768","38.0162314"
"2702","589","1918",NA,"male",NA,NA,"1945","SANTAREM                       CORUCHE","SANTAREM","CORUCHE","-8.5248217","38.9603055","BRAGA                         CELORICO DE BASTO","BRAGA","CELORICO DE BASTO","-8.0022034","41.3869496"
"2703","516","1994",NA,"unknown",NA,NA,"2034","VILA REAL                      SABROSA","VILA REAL","SABROSA","-7.5755135","41.266132","VIANA DO CASTELO              PONTE DE LIMA","VIANA DO CASTELO","PONTE DE LIMA","-8.58287279610424","41.7654677847047"
"2704","36","1879",NA,"unknown",NA,NA,"1901","LEIRIA                         FIGUEIRO DOS VINHOS","LEIRIA","FIGUEIRO DOS VINHOS","-8.2801574","39.8993771","LISBOA                        AMADORA","LISBOA","AMADORA","-9.2245474","38.7577603"
"2705","444","1935",NA,"male",NA,NA,"1969","AVEIRO                         ALBERGARIA-A-VELHA","AVEIRO","ALBERGARIA-A-VELHA","-8.4796655","40.6894236","COIMBRA                       VILA NOVA DE POIARES","COIMBRA","VILA NOVA DE POIARES","-8.25907","40.2107667"
"2706","182","1933",NA,"male",NA,NA,"1971","BRAGA                          CABECEIRAS DE BASTO","BRAGA","CABECEIRAS DE BASTO","-7.9979753","41.5116939","GUARDA                        CELORICO DA BEIRA","GUARDA","CELORICO DA BEIRA","-7.3927217","40.6335005"
"2707","66","1955",NA,"female",NA,NA,"1985","VISEU                          NELAS","VISEU","NELAS","-7.8498679","40.537787","AVEIRO                        OVAR","AVEIRO","OVAR","-8.6253313","40.8596399"
"2708","671","1977",NA,"male",NA,NA,"1997","PORTO                          VALONGO","PORTO","VALONGO","-8.498352","41.1887594","LEIRIA                        BOMBARRAL","LEIRIA","BOMBARRAL","-9.1580682","39.2682645"
"2709","435","1991",NA,"unknown",NA,NA,"2019","BRAGA                          VILA VERDE","BRAGA","VILA VERDE","-8.4332813","41.6507161","AVEIRO                        SANTA MARIA DA FEIRA","AVEIRO","SANTA MARIA DA FEIRA","-8.5483247","40.926794"
"2710","611","1899",NA,"female",NA,NA,"1922","C BRANCO                       OLEIROS","C BRANCO","OLEIROS","-7.9138535","39.9201996","LISBOA                        LISBOA","LISBOA","LISBOA","-9.1393366","38.7222524"
"2711","461","1901",NA,"female",NA,NA,"1928","AVEIRO                         OLIVEIRA DO BAIRRO","AVEIRO","OLIVEIRA DO BAIRRO","-8.498208","40.5170209","BRAGA                         BARCELOS","BRAGA","BARCELOS","-8.4411619","41.5414598"
"2712","415","1965",NA,"female",NA,NA,"1997","C BRANCO                       COVILHÃ","C BRANCO","COVILHÃ","-7.5043272","40.2805633","LISBOA                        TORRES VEDRAS","LISBOA","TORRES VEDRAS","-9.2600341","39.0917759"
"2713","433","1992",NA,"male",NA,NA,"2014","AVEIRO                         OVAR","AVEIRO","OVAR","-8.6253313","40.8596399","LEIRIA                        BOMBARRAL","LEIRIA","BOMBARRAL","-9.1580682","39.2682645"
"2714","775","1967",NA,"female",NA,NA,"1993","BRAGA                          ESPOSENDE","BRAGA","ESPOSENDE","-8.7805652","41.5309169","PORTO                         VALONGO","PORTO","VALONGO","-8.498352","41.1887594"
"2715","908","1967",NA,"male",NA,NA,"1991","COIMBRA                        CANTANHEDE","COIMBRA","CANTANHEDE","-8.5933462","40.3470015","SANTAREM                      ALPIARÇA","SANTAREM","ALPIARÇA","-8.5820055","39.2591889"
"2716","931","1992",NA,"unknown",NA,NA,"2025","AVEIRO                         ALBERGARIA-A-VELHA","AVEIRO","ALBERGARIA-A-VELHA","-8.4796655","40.6894236","SANTAREM                      TOMAR","SANTAREM","TOMAR","-8.4043125","39.6053819"
"2717","612","1953",NA,"male",NA,NA,"1982","LISBOA                         AZAMBUJA","LISBOA","AZAMBUJA","-8.8692915","39.0696027","COIMBRA                       COIMBRA","COIMBRA","COIMBRA","-8.4102573","40.2033145"
"2718","640","1969",NA,"male",NA,NA,"1998","LEIRIA                         CASTANHEIRA DE PERA","LEIRIA","CASTANHEIRA DE PERA","-8.2125382","40.0058478","FARO                          OLHÃO","FARO","OLHÃO","-7.8423509","37.0260416"
"2719","200","1937",NA,"unknown",NA,NA,"1967","BRAGA                          CABECEIRAS DE BASTO","BRAGA","CABECEIRAS DE BASTO","-7.9979753","41.5116939","LEIRIA                        ALCOBAÇA","LEIRIA","ALCOBAÇA","-8.9796492","39.548667"
"2720","514","2001",NA,"male",NA,NA,"2024","AVEIRO                         ALBERGARIA-A-VELHA","AVEIRO","ALBERGARIA-A-VELHA","-8.4796655","40.6894236","COIMBRA                       LOUSÃ","COIMBRA","LOUSÃ","-8.2440038","40.1147188"
"2721","584","1984",NA,"unknown",NA,NA,"2006","FARO                           SILVES","FARO","SILVES","-8.4412051","37.1889976","LISBOA                        TORRES VEDRAS","LISBOA","TORRES VEDRAS","-9.2600341","39.0917759"
"2722","932","1912",NA,"female",NA,NA,"1943","AVEIRO                         OVAR","AVEIRO","OVAR","-8.6253313","40.8596399","AVEIRO                        MURTOSA","AVEIRO","MURTOSA","-8.6399173","40.7370493"
"2723","938","1910",NA,"unknown",NA,NA,"1950","SETUBAL                        SETUBAL","SETUBAL","SETUBAL","-8.8909328","38.5260437","AVEIRO                        VALE DE CAMBRA","AVEIRO","VALE DE CAMBRA","-8.3956168","40.8429643"
"2724","885","1892",NA,"male",NA,NA,"1917","SETUBAL                        BARREIRO","SETUBAL","BARREIRO","-9.0790724","38.6608149","VISEU                         LAMEGO","VISEU","LAMEGO","-7.8123805","41.0953745"
"2725","598","1896",NA,"female",NA,NA,"1931","BRAGA                          VIEIRA DO MINHO","BRAGA","VIEIRA DO MINHO","-8.1416198","41.6343218","BRAGA                         VILA VERDE","BRAGA","VILA VERDE","-8.4332813","41.6507161"
"2726","13","1935",NA,"male",NA,NA,"1965","PORTO                          PORTO","PORTO","PORTO","-8.6291053","41.1579438","VIANA DO CASTELO              ARCOS DE VALDEVEZ","VIANA DO CASTELO","ARCOS DE VALDEVEZ","-8.41885767651288","41.8468116541516"
"2727","906","1931",NA,"female",NA,NA,"1970","VISEU                          CARREGAL DO SAL","VISEU","CARREGAL DO SAL","-7.9980002","40.4347784","SETUBAL                       PALMELA","SETUBAL","PALMELA","-8.9016937","38.569441"
"2728","300","1948",NA,"unknown",NA,NA,"1976","PORTALEGRE                     AVIS","PORTALEGRE","AVIS","-7.4324129","39.2992955","LISBOA                        LOURES","LISBOA","LOURES","-9.1741095","38.831549"
"2729","379","1947",NA,"unknown",NA,NA,"1983","GUARDA                         SEIA","GUARDA","SEIA","-7.707845","40.4148619","PORTO                         AMARANTE","PORTO","AMARANTE","-8.0826488","41.2696357"
"2730","529","1932",NA,"male",NA,NA,"1970","AVEIRO                         ESPINHO","AVEIRO","ESPINHO","-8.6410332","41.0071914","VIANA DO CASTELO              PAREDES DE COURA","VIANA DO CASTELO","PAREDES DE COURA","-8.5614589","41.9130455"
"2731","143","2005",NA,"male",NA,NA,"2030","BRAGA                          POVOA DE LANHOSO","BRAGA","POVOA DE LANHOSO","-8.2689012","41.5784784","LISBOA                        LOURINHÃ","LISBOA","LOURINHÃ","-9.3129511","39.2414853"
"2732","138","1963",NA,"unknown",NA,NA,"1987","SETUBAL                        SETUBAL","SETUBAL","SETUBAL","-8.8909328","38.5260437","VISEU                         VOUZELA","VISEU","VOUZELA","-8.1120232","40.7231807"
"2733","409","1919",NA,"female",NA,NA,"1958","VISEU                          PENALVA DO CASTELO","VISEU","PENALVA DO CASTELO","-7.633113","40.6862295","BRAGA                         CELORICO DE BASTO","BRAGA","CELORICO DE BASTO","-8.0022034","41.3869496"
"2734","310","1995",NA,"male",NA,NA,"2021","BRAGA                          TERRAS DE BOURO","BRAGA","TERRAS DE BOURO","-8.3062444","41.7167409","FARO                          LOULE","FARO","LOULE","-8.020216","37.1379187"
"2735","878","1876",NA,"unknown",NA,NA,"1913","SETUBAL                        MOITA","SETUBAL","MOITA","-8.9902047","38.6527329","SANTAREM                      CARTAXO","SANTAREM","CARTAXO","-8.7888254","39.1618166"
"2736","832","1897",NA,"unknown",NA,NA,"1936","PORTO                          MATOSINHOS","PORTO","MATOSINHOS","-8.6962775","41.1844362","COIMBRA                       GOIS","COIMBRA","GOIS","-8.1106319","40.155204"
"2737","230","1928",NA,"female",NA,NA,"1958","PORTO                          MAIA","PORTO","MAIA","-8.621049","41.2278891","SETUBAL                       BARREIRO","SETUBAL","BARREIRO","-9.0790724","38.6608149"
"2738","490","1905",NA,"male",NA,NA,"1932","AVEIRO                         ESTARREJA","AVEIRO","ESTARREJA","-8.5709856","40.7528385","SANTAREM                      TOMAR","SANTAREM","TOMAR","-8.4043125","39.6053819"
"2739","35","1913",NA,"female",NA,NA,"1947","C BRANCO                       PENAMACOR","C BRANCO","PENAMACOR","-7.1714925","40.169313","COIMBRA                       CONDEIXA-A-NOVA","COIMBRA","CONDEIXA-A-NOVA","-8.498689","40.1128075"
"2740","488","1928",NA,"male",NA,NA,"1964","LEIRIA                         ANSIÃO","LEIRIA","ANSIÃO","-8.43851","39.9107177","BRAGA                         GUIMARÃES","BRAGA","GUIMARÃES","-8.426507","41.5454486"
"2741","821","1871",NA,"male",NA,NA,"1905","BRAGA                          CABECEIRAS DE BASTO","BRAGA","CABECEIRAS DE BASTO","-7.9979753","41.5116939","LEIRIA                        PENICHE","LEIRIA","PENICHE","-9.387622","39.3603291"
"2742","37","1985",NA,"unknown",NA,NA,"2016","LISBOA                         ALENQUER","LISBOA","ALENQUER","-9.0140033","39.0577004","VISEU                         VOUZELA","VISEU","VOUZELA","-8.1120232","40.7231807"
"2743","410","1968",NA,"male",NA,NA,"1995","GUARDA                         MEDA","GUARDA","MEDA","-7.2595951","40.9670544","LISBOA                        SINTRA","LISBOA","SINTRA","-9.3816589","38.8028687"
